 ,Area,Mean,Min,Max
1,4355.556,255,255,255
2,5377.778,255,255,255
3,1333.333,255,255,255
4,133.333,255,255,255
5,5866.667,255,255,255
6,44.444,255,255,255
7,18177.778,255,255,255
8,4222.222,255,255,255
9,3555.556,255,255,255
10,8311.111,255,255,255
11,1022.222,255,255,255
12,333288.889,255,255,255
13,177.778,255,255,255
14,3377.778,255,255,255
15,41822.222,255,255,255
16,11377.778,255,255,255
17,5955.556,255,255,255
18,23022.222,255,255,255
19,8044.444,255,255,255
20,4711.111,255,255,255
21,10000.000,255,255,255
22,11822.222,255,255,255
23,7866.667,255,255,255
24,5866.667,255,255,255
25,533.333,255,255,255
26,8088.889,255,255,255
27,177.778,255,255,255
28,25333.333,255,255,255
29,5733.333,255,255,255
30,147066.667,255,255,255
31,5377.778,255,255,255
32,4622.222,255,255,255
33,4311.111,255,255,255
34,2933.333,255,255,255
35,56533.333,255,255,255
36,2222.222,255,255,255
37,755.556,255,255,255
38,755.556,255,255,255
39,2577.778,255,255,255
40,11822.222,255,255,255
41,3644.444,255,255,255
42,12622.222,255,255,255
43,444.444,255,255,255
44,216311.111,255,255,255
45,4488.889,255,255,255
46,9644.444,255,255,255
47,1288.889,255,255,255
48,26355.556,255,255,255
49,6222.222,255,255,255
50,13733.333,255,255,255
51,3866.667,255,255,255
52,97244.444,255,255,255
53,6933.333,255,255,255
54,18044.444,255,255,255
55,12044.444,255,255,255
56,39777.778,255,255,255
57,177.778,255,255,255
58,5777.778,255,255,255
59,16800.000,255,255,255
60,133.333,255,255,255
61,13111.111,255,255,255
62,2755.556,255,255,255
63,1866.667,255,255,255
64,88.889,255,255,255
65,400.000,255,255,255
66,5111.111,255,255,255
67,44.444,255,255,255
68,133.333,255,255,255
69,2088.889,255,255,255
70,8133.333,255,255,255
71,1511.111,255,255,255
72,6933.333,255,255,255
73,4133.333,255,255,255
74,6533.333,255,255,255
75,88.889,255,255,255
76,6488.889,255,255,255
77,88.889,255,255,255
78,266.667,255,255,255
79,13022.222,255,255,255
80,7288.889,255,255,255
81,12222.222,255,255,255
82,4755.556,255,255,255
83,5155.556,255,255,255
84,4711.111,255,255,255
85,57066.667,255,255,255
86,3244.444,255,255,255
87,3377.778,255,255,255
88,4577.778,255,255,255
89,44.444,255,255,255
90,1866.667,255,255,255
91,177.778,255,255,255
92,1200.000,255,255,255
93,2666.667,255,255,255
94,7200.000,255,255,255
95,44.444,255,255,255
96,133.333,255,255,255
97,12488.889,255,255,255
98,2844.444,255,255,255
99,6488.889,255,255,255
100,4311.111,255,255,255
101,38622.222,255,255,255
102,7911.111,255,255,255
103,44.444,255,255,255
104,58222.222,255,255,255
105,1288.889,255,255,255
106,7022.222,255,255,255
107,16577.778,255,255,255
108,400.000,255,255,255
109,177.778,255,255,255
110,44.444,255,255,255
111,44.444,255,255,255
112,400.000,255,255,255
113,88.889,255,255,255
114,6622.222,255,255,255
115,44.444,255,255,255
116,1511.111,255,255,255
117,266.667,255,255,255
118,400.000,255,255,255
119,8933.333,255,255,255
120,17422.222,255,255,255
121,355.556,255,255,255
122,3155.556,255,255,255
123,410088.889,255,255,255
124,177.778,255,255,255
125,444.444,255,255,255
126,6533.333,255,255,255
127,5777.778,255,255,255
128,933.333,255,255,255
129,4800.000,255,255,255
130,44.444,255,255,255
131,3777.778,255,255,255
132,14088.889,255,255,255
133,2711.111,255,255,255
134,1555.556,255,255,255
135,3200.000,255,255,255
136,266.667,255,255,255
137,4133.333,255,255,255
138,5644.444,255,255,255
139,1911.111,255,255,255
140,7511.111,255,255,255
141,44.444,255,255,255
142,800.000,255,255,255
143,4222.222,255,255,255
144,8977.778,255,255,255
145,44.444,255,255,255
146,10844.444,255,255,255
147,177.778,255,255,255
148,533.333,255,255,255
149,97688.889,255,255,255
150,1066.667,255,255,255
151,4177.778,255,255,255
152,27511.111,255,255,255
153,31066.667,255,255,255
154,5600.000,255,255,255
155,355.556,255,255,255
156,44.444,255,255,255
157,11644.444,255,255,255
158,5688.889,255,255,255
159,44.444,255,255,255
160,266.667,255,255,255
161,1688.889,255,255,255
162,2933.333,255,255,255
163,1022.222,255,255,255
164,88.889,255,255,255
165,5200.000,255,255,255
166,5333.333,255,255,255
167,222.222,255,255,255
168,1244.444,255,255,255
169,4177.778,255,255,255
170,6311.111,255,255,255
171,3111.111,255,255,255
172,734355.556,255,255,255
173,6933.333,255,255,255
174,133.333,255,255,255
175,15333.333,255,255,255
176,10444.444,255,255,255
177,4577.778,255,255,255
178,1466.667,255,255,255
179,25333.333,255,255,255
180,4088.889,255,255,255
181,1511.111,255,255,255
182,220666.667,255,255,255
183,20888.889,255,255,255
184,19822.222,255,255,255
185,5911.111,255,255,255
186,1911.111,255,255,255
187,133.333,255,255,255
188,10488.889,255,255,255
189,622.222,255,255,255
190,47422.222,255,255,255
191,14000.000,255,255,255
192,13022.222,255,255,255
193,155911.111,255,255,255
194,8577.778,255,255,255
195,666.667,255,255,255
196,44.444,255,255,255
197,22400.000,255,255,255
198,1066.667,255,255,255
199,44.444,255,255,255
200,311.111,255,255,255
201,2977.778,255,255,255
202,14044.444,255,255,255
203,4177.778,255,255,255
204,4222.222,255,255,255
205,5955.556,255,255,255
206,1333.333,255,255,255
207,44.444,255,255,255
208,844.444,255,255,255
209,5244.444,255,255,255
210,4266.667,255,255,255
211,21155.556,255,255,255
212,400.000,255,255,255
213,1466.667,255,255,255
214,1422.222,255,255,255
215,4266.667,255,255,255
216,4177.778,255,255,255
217,18755.556,255,255,255
218,44.444,255,255,255
